user_id,item_id,rating,timestamp
7,81,2,3485
7,180,2,3518
7,155,2,3643
7,103,5,3871
7,344,4,3967
7,12,3,4078
7,378,2,4099
7,50,3,4186
7,267,1,4272
7,16,5,4357
7,216,4,4402
7,292,5,4405
7,365,5,4937
7,127,4,5261
7,317,1,5339
7,360,1,5484
8,391,5,55
8,277,1,105
8,51,4,288
8,61,4,626
8,316,1,658
8,288,1,1096
8,138,5,1441
8,188,4,1708
8,368,2,1741
8,335,5,1949
8,200,3,2018
8,383,1,2328
8,335,5,2427
8,346,4,3344
8,1,2,3472
8,161,1,3604
8,86,1,3994
8,136,4,4444
8,236,4,4609
8,234,3,5240
8,15,4,5603
8,203,4,5757
8,91,3,6295
8,229,4,6836
8,352,3,6883
8,342,4,7139
8,34,2,7169
8,35,1,7417
8,189,1,7490
9,392,5,527
9,153,3,784
9,176,2,1081
9,157,2,1187
9,282,4,1361
9,282,1,1573
9,336,2,1642
9,269,5,2162
9,119,4,2168
9,91,2,2429
9,25,4,2626
9,318,5,2677
9,132,4,2773
9,191,2,2848
9,286,1,2864
9,113,2,2950
9,265,2,3678
9,39,3,4059
9,33,1,4443
9,381,3,4481
9,173,5,4611
9,368,5,4790
9,212,4,4821
9,303,5,4835
9,77,1,5586
9,295,1,5859
9,267,4,6177
9,67,3,6393
9,282,3,6418
9,73,1,6856
9,248,5,6897
9,215,1,7128
9,319,5,7250
10,325,4,268
10,216,5,795
10,397,4,1123
10,89,5,1220
10,222,1,1255
10,206,2,1417
10,48,3,1501
10,130,1,1503
10,324,1,1681
10,87,4,1730
10,344,2,1969
10,168,2,1975
10,249,5,2321
10,196,5,2466
10,353,5,2681
10,9,1,2863
10,127,4,3269
10,258,2,3502
10,9,5,3620
10,308,4,3883
10,131,1,4146
10,119,2,4311
10,96,3,4364
10,236,2,5081
10,85,5,5258
10,214,4,5525
10,278,2,5580
10,119,5,5945
10,297,5,6144
10,98,5,6179
10,293,4,6606
10,311,4,6610
10,37,4,6630
10,309,4,6662
11,53,3,122
11,326,2,207
11,370,5,557
11,327,2,567
11,319,3,603
11,116,3,748
11,18,5,845
11,124,2,929
11,327,3,1479
11,30,3,1541
11,79,4,1553
11,16,2,1565
11,61,5,1814
11,166,3,1845
11,300,1,1916
11,212,5,2048
11,265,4,2050
11,315,5,2117
11,4,4,2212
11,270,4,2340
11,263,4,2549
11,161,4,2602
11,323,4,2655
11,228,5,2888
11,379,5,2965
11,254,1,3270
11,175,2,3287
11,186,5,3313
11,258,5,3500
11,277,4,3565
11,134,3,3636
11,43,4,3700
11,372,1,3895
11,27,5,4079
11,25,2,4228
11,264,1,4263
11,366,3,4726
11,131,3,5412
11,192,1,5459
11,295,1,5517
11,82,4,5766
11,77,3,6221
11,206,3,6375
11,261,4,6413
12,325,5,158
12,140,2,413
12,148,2,467
12,70,1,606
12,115,2,988
12,324,3,1087
12,30,5,1627
12,228,3,1721
12,285,2,1785
12,11,4,1817
12,106,3,2284
12,189,3,2505
12,321,1,2734
12,311,4,2855
12,211,2,2906
12,196,3,2958
12,299,1,3324
12,318,2,3941
12,216,2,4026
12,125,2,4045
12,372,3,4141
12,214,1,4169
12,198,2,4201
12,80,5,4213
12,128,3,4696
12,61,2,5122
12,17,1,5257
12,62,4,5296
12,354,3,5360
12,85,1,5469
12,163,5,5563
12,254,4,5617
12,162,1,5693
12,36,4,5717
12,67,4,5727
12,21,2,5731
12,206,1,5818
12,290,5,6004
12,22,3,6026
13,375,5,54
13,143,3,84
13,52,2,738
13,229,1,958
13,189,4,964
13,361,4,1125
13,151,1,1145
13,264,5,1440
13,376,5,1581
13,84,1,1597
13,19,3,1854
13,207,1,2047
13,332,1,2130
13,74,2,2142
13,299,1,2165
13,81,1,2616
13,192,4,2634
13,253,4,2718
13,221,5,2966
13,328,3,3001
13,367,2,3120
13,130,3,3242
13,13,3,3443
13,235,3,4066
13,388,4,4679
13,137,4,4761
13,233,3,5419
13,281,3,5647
13,363,1,5998
13,274,4,6025
13,281,5,6150
13,366,2,6241
14,332,2,3
14,203,1,35
14,95,3,87
14,136,3,100
14,393,3,143
14,371,4,446
14,72,4,976
14,203,2,1171
14,392,2,1200
14,194,4,1611
14,354,4,1878
14,274,4,1909
14,207,4,1918
14,32,3,1943
14,193,3,2345
14,369,4,2365
14,214,2,2428
14,315,4,2865
14,138,5,3382
14,104,2,3528
14,107,2,4340
14,235,4,4529
14,321,2,4631
14,69,4,4664
14,29,3,4882
14,375,4,5165
14,295,3,5538
14,127,1,5614
14,240,3,5759
14,96,4,5867
14,292,4,6079
14,8,3,6116
14,72,1,6437
14,149,1,6494
14,341,3,6793
14,81,2,6849
14,220,5,6888
15,336,4,499
15,44,5,539
15,275,5,750
15,36,4,1574
15,103,1,1618
15,205,1,1639
15,275,2,2575
15,382,5,3317
15,235,2,3387
15,104,4,3495
15,49,1,4014
15,144,1,4174
15,142,1,4242
15,289,4,4264
15,303,3,4369
15,120,1,4597
15,3,3,4602
15,293,2,4720
15,355,3,4918
15,229,3,5260
15,158,1,5721
15,316,4,6193
15,67,2,6268
15,306,3,6340
15,90,2,6543
15,122,4,6736
15,12,4,6880
15,116,4,7004
15,147,2,7104
15,330,4,7144
16,342,1,361
16,315,3,400
16,389,4,611
16,328,4,885
16,60,1,982
16,143,4,1095
16,210,1,1292
16,59,3,1464
16,87,5,1526
16,226,1,1548
16,165,2,1596
16,130,4,1821
16,84,1,1844
16,380,2,1946
16,73,3,2701
16,99,3,2763
16,178,2,2805
16,325,4,2866
16,202,2,2997
16,134,2,3194
16,124,4,3377
16,374,4,3609
16,6,4,3863
16,244,1,3897
16,342,1,4147
16,309,3,4227
16,393,1,4300
16,172,3,4396
16,247,1,4463
16,254,4,4612
16,125,3,4775
16,71,3,4891
16,356,4,5120
16,386,2,5134
16,347,2,5519
16,379,5,5705
16,80,1,5776
16,289,5,5803
16,197,1,5986
16,93,2,5987
16,154,1,6024
16,121,2,6224
16,71,4,6337
16,280,3,6513
16,17,4,6681
16,110,2,6743
16,307,3,7245
16,64,1,7334
16,357,1,7395
17,15,2,50
17,389,3,383
17,327,2,973
17,338,5,1342
17,79,1,1629
17,7,1,1917
17,28,4,1962
17,309,3,2119
17,365,4,2890
17,272,2,3817
17,132,2,4093
17,83,1,4189
17,386,4,4382
17,139,4,4464
17,52,3,4968
17,87,4,5067
17,40,4,5608
17,268,1,5632
17,381,2,5914
17,115,3,6151
17,77,1,6194
17,362,2,6472
17,244,2,6757
17,215,1,6799
17,379,2,6918
17,168,1,7130
17,301,3,7429
17,299,2,7459
18,381,2,476
18,224,3,619
18,397,4,688
18,319,1,695
18,139,1,1062
18,168,4,1341
18,218,2,1542
18,75,1,2294
18,134,3,2369
18,25,2,2443
18,310,5,2487
18,250,1,2925
18,49,1,3030
18,39,4,3310
18,51,5,3453
18,372,2,3462
18,265,1,3630
18,101,2,3761
18,69,2,3868
18,108,4,3965
18,355,2,4049
18,94,3,4383
18,318,3,4748
18,294,5,4926
18,380,1,5097
18,136,3,5391
18,371,1,6032
18,296,4,6253
18,324,2,6275
18,227,3,6368
18,338,2,6574
18,219,3,6614
19,127,3,419
19,244,3,733
19,189,1,1063
19,156,4,1422
19,345,4,1710
19,163,3,2096
19,65,5,2174
19,287,3,2201
19,249,5,2213
19,113,4,2625
19,65,1,2663
19,303,3,2971
19,57,4,2982
19,333,1,2996
19,34,5,3231
19,300,2,3508
19,313,2,3538
19,364,5,3892
19,257,1,4805
19,215,4,5193
19,58,2,5346
19,29,5,5398
19,277,4,5462
19,7,5,5513
19,103,4,5532
19,120,5,5699
19,7,2,6017
19,341,1,6421
19,212,4,6545
19,254,4,6570
19,383,3,6600
19,337,2,7151
20,228,4,7
20,118,5,26
20,253,2,47
20,343,3,324
20,238,2,347
20,200,4,589
20,250,3,919
20,374,4,1019
20,183,4,1895
20,307,4,1961
20,111,5,2121
20,222,5,2354
20,323,2,2367
20,242,5,2424
20,323,3,2757
20,264,3,2776
20,329,1,2808
20,127,5,3137
20,213,1,3159
20,302,3,3230
20,389,3,3322
20,161,4,3359
20,42,4,3410
20,308,2,3535
20,265,1,3611
20,11,2,3714
20,379,2,3848
20,58,4,3955
20,315,3,4046
20,108,3,4152
20,252,3,4200
20,252,2,4343
20,66,1,4994
20,46,1,5012
20,394,2,5248
20,127,3,5429
20,17,1,5902
21,391,5,29
21,288,5,338
21,284,3,504
21,223,4,924
21,204,2,1446
21,126,3,1838
21,257,2,1851
21,31,4,1888
21,215,1,2039
21,215,1,2875
21,251,4,2903
21,33,2,2916
21,250,1,3204
21,119,2,3826
21,156,5,3946
21,172,1,4073
21,309,1,4299
21,135,1,4434
21,354,5,4489
21,47,2,4598
21,328,1,4711
21,48,3,4799
21,278,1,4844
21,116,2,5178
21,274,5,5300
21,216,2,5316
21,143,5,5576
21,155,1,5604
21,82,1,5969
21,63,2,5980
21,249,4,6140
21,119,4,6282
21,98,2,6306
21,397,5,6403
21,155,4,6461
21,281,3,6527
21,209,2,6698
21,217,4,6752
21,216,4,6818
22,350,1,483
22,90,5,526
22,55,1,607
22,131,4,817
22,14,3,1151
22,85,3,1226
22,38,3,1801
22,299,4,2298
22,177,4,2557
22,334,4,2926
22,254,5,3261
22,261,5,3373
22,224,4,3710
22,12,1,3737
22,160,4,3993
22,383,2,4055
22,95,5,4139
22,361,1,4513
22,110,1,4549
22,295,4,5010
22,329,1,5279
22,170,2,5304
22,188,5,5710
22,0,1,6154
22,62,1,6666
22,212,2,6912
22,389,5,7187
22,210,1,7570
23,120,5,94
23,33,3,237
23,379,3,370
23,345,4,390
23,392,1,540
23,336,3,1432
23,272,2,1915
23,182,5,1937
23,142,5,2090
23,172,3,2484
23,175,2,2984
23,272,3,3008
23,61,1,3096
23,77,4,3856
23,178,4,4144
23,395,1,4216
23,25,5,4231
23,34,1,4534
23,109,3,4540
23,36,5,4541
23,350,5,4767
23,309,1,4796
23,212,4,6078
23,243,1,6365
23,231,2,6444
23,271,4,6942
23,210,3,7336
23,29,1,7506
24,21,2,384
24,195,3,638
24,200,5,907
24,245,5,986
24,316,3,989
24,12,3,1284
24,355,1,1300
24,117,2,1444
24,60,2,1532
24,118,2,1563
24,141,3,1743
24,282,3,1914
24,292,4,2052
24,287,1,2362
24,270,2,2627
24,61,1,2629
24,318,4,2644
24,195,2,2650
24,343,2,2932
24,277,4,3333
24,300,1,3337
24,48,2,3440
24,107,5,3976
24,225,4,4051
24,331,2,4150
24,250,4,4307
24,247,4,4587
24,302,4,4848
24,274,4,5136
24,63,3,5144
24,372,1,5386
24,74,4,5653
24,94,1,5849
24,240,3,5901
24,76,4,6162
24,324,1,6165
24,86,2,6172
24,345,1,6262
24,113,4,6390
24,16,5,6824
24,146,2,6917
24,63,5,6948
25,138,4,408
25,193,4,797
25,306,5,938
25,205,3,948
25,282,1,1008
25,151,4,1053
25,56,1,1215
25,365,1,1498
25,42,2,1570
25,131,5,1578
25,222,3,1871
25,278,5,2124
25,54,5,2202
25,23,2,2255
25,143,1,2331
25,87,3,2426
25,72,3,2747
25,25,5,3248
25,147,3,3531
25,288,4,3968
25,56,2,4306
25,92,5,4329
25,195,2,4500
25,336,4,5119
25,120,4,5124
25,323,1,5141
25,173,1,5476
25,306,2,5566
25,273,4,5855
25,336,2,5872
25,64,1,6014
25,40,2,6594
25,100,3,6670
25,128,5,6966
25,136,5,7013
25,7,1,7266
25,143,4,7560
25,191,4,7611
25,385,3,7755
26,272,1,141
26,294,1,183
26,151,5,345
26,322,2,346
26,265,3,669
26,76,2,801
26,362,5,1217
26,356,4,1473
26,56,2,1889
26,124,4,1919
26,273,5,1928
26,2,4,2376
26,92,4,2512
26,377,2,2910
26,176,4,3294
26,92,5,3331
26,127,2,3567
26,24,1,4037
26,61,4,4247
26,46,1,4535
26,175,2,4693
26,95,2,4731
26,58,2,4820
26,288,4,4873
26,105,3,5008
26,200,4,5345
26,365,3,5865
26,38,1,6003
26,225,1,6211
26,97,5,6258
26,389,1,6377
26,291,5,6406
26,59,3,6503
26,331,4,6729
26,376,2,7303
27,160,4,119
27,356,1,163
27,274,5,170
27,322,1,171
27,368,2,350
27,13,2,628
27,325,2,765
27,248,3,959
27,342,5,979
27,30,1,1758
27,323,2,2149
27,254,1,2181
27,92,3,2777
27,18,1,2816
27,91,1,3187
27,95,4,3247
27,318,4,3454
27,173,3,3545
27,90,5,3684
27,171,1,3713
27,214,5,3872
27,120,5,4161
27,218,5,4191
27,247,3,4195
27,276,1,4298
27,43,3,4849
27,64,5,4946
27,357,3,5080
27,37,1,5311
27,62,1,5405
27,281,1,5559
27,239,1,5807
27,377,5,5829
27,368,5,6072
27,145,1,6232
27,358,3,6389
28,266,5,156
28,25,5,513
28,213,5,565
28,332,1,673
28,138,5,879
28,287,2,1252
28,195,4,1307
28,55,5,1335
28,355,2,1409
28,292,3,1450
28,60,3,1499
28,286,1,1635
28,243,2,1735
28,325,3,1857
28,349,2,1862
28,172,2,1873
28,70,3,1880
28,268,4,2203
28,162,3,2218
28,179,5,2771
28,303,3,2905
28,111,3,2908
28,199,4,3673
28,357,1,3819
28,33,5,4232
28,41,4,4392
28,100,3,4766
28,145,1,5051
28,175,5,5138
28,178,2,5236
28,256,3,5389
28,127,3,5485
28,83,1,6247
28,343,4,6260
28,356,3,6436
28,8,2,6523
28,315,2,6560
28,91,4,6673
28,358,4,6789
29,82,2,175
29,114,3,348
29,104,2,610
29,277,1,786
29,135,5,866
29,239,2,874
29,320,2,1127
29,101,1,1338
29,376,5,2531
29,1,4,2556
29,361,1,2567
29,250,2,2928
29,297,1,3024
29,243,1,3358
29,142,5,3436
29,254,5,3471
29,73,1,3725
29,18,5,3805
29,94,3,3961
29,15,5,3971
29,178,2,4074
29,104,5,4584
29,220,2,5170
29,82,2,5725
29,26,3,5944
29,64,2,6091
29,25,4,6161
29,24,2,6273
29,220,2,6386
29,371,4,6679
29,25,5,6750
29,42,5,6778
29,78,4,7129
29,27,2,7236
30,12,3,1034
30,95,3,1248
30,296,1,1475
30,259,1,1800
30,27,3,2160
30,43,5,2267
30,7,5,2540
30,20,2,2661
30,281,5,2674
30,16,4,3107
30,392,2,3780
30,27,3,3944
30,389,1,4052
30,375,4,4172
30,55,4,4604
30,118,3,5350
30,83,3,5578
30,34,2,5680
30,347,4,5688
30,315,2,5846
30,34,3,5963
30,107,4,6075
30,183,3,6511
30,262,1,6740
30,305,4,7053
31,215,1,392
31,298,4,429
31,19,1,832
31,236,5,1146
31,113,2,1333
31,355,3,1360
31,326,5,1367
31,207,5,1388
31,114,5,1572
31,267,4,1884
31,346,5,1968
31,9,5,2063
31,146,1,2491
31,278,4,2573
31,179,4,2656
31,252,2,2860
31,121,1,2861
31,79,4,2878
31,164,3,2885
31,242,1,3228
31,181,4,3311
31,328,4,3729
31,305,2,4056
31,145,5,4297
31,254,3,4606
31,262,4,4666
31,252,1,4866
31,93,2,5021
31,140,2,5420
31,29,4,5619
31,58,2,5672
31,218,4,5758
31,271,1,5821
31,228,5,6055
31,361,4,6113
31,254,5,6296
31,187,1,6329
32,161,5,115
32,241,5,124
32,219,1,322
32,149,2,333
32,230,5,524
32,47,2,551
32,25,2,790
32,270,5,1016
32,329,2,1174
32,9,1,1183
32,229,4,1516
32,396,1,1774
32,386,2,1864
32,327,4,1971
32,196,2,1994
32,347,5,2264
32,302,1,2631
32,139,2,3181
32,38,3,3385
32,359,2,4257
32,228,4,4678
32,109,5,4744
32,198,4,4755
32,277,3,5070
32,294,1,5095
32,91,5,6780
33,335,3,491
33,109,5,530
33,238,1,833
33,255,5,888
33,15,1,932
33,291,1,997
33,336,5,1463
33,241,3,1625
33,307,2,2247
33,113,1,2370
33,309,1,2749
33,149,1,2778
33,258,2,3365
33,307,3,3749
33,20,1,3995
33,29,4,4008
33,12,1,4030
33,348,1,4082
33,114,3,4447
33,346,5,4544
33,304,4,4816
33,303,2,4909
33,157,1,5531
33,141,3,5850
33,101,1,6276
33,387,4,6310
33,97,2,7115
34,175,5,67
34,117,1,132
34,176,2,358
34,285,1,571
34,325,1,776
34,71,2,1114
34,323,4,1128
34,343,1,1282
34,112,4,1384
34,93,2,1534
34,29,2,2077
34,317,4,2206
34,104,3,2318
34,220,5,2379
34,204,5,2474
34,380,2,2529
34,325,2,2608
34,386,5,3076
34,220,3,3434
34,210,1,3501
34,386,5,3516
34,89,2,3578
34,351,2,3813
34,233,4,3959
34,190,4,3989
34,342,2,4793
34,209,4,5001
34,192,4,5038
34,112,5,5362
34,146,3,5368
34,104,5,6139
34,64,5,6521
34,35,1,6678
34,143,5,6722
34,215,5,6859
34,167,3,6964
34,9,1,7092
35,357,3,157
35,151,4,417
35,392,4,597
35,368,2,685
35,93,4,949
35,319,3,1036
35,277,2,1214
35,198,3,1408
35,328,2,1496
35,279,1,1517
35,363,3,2363
35,34,4,2407
35,366,1,2494
35,196,5,2537
35,286,2,2578
35,118,3,2838
35,56,1,3110
35,389,5,3975
35,67,2,4188
35,134,4,4422
35,247,4,4625
35,313,2,5025
35,233,2,5182
35,45,5,5251
35,78,3,5474
35,8,4,5564
35,345,4,6227
35,148,5,6231
35,345,1,6458
35,341,4,6725
36,22,3,128
36,356,1,286
36,362,4,369
36,104,1,602
36,319,5,1072
36,289,4,1243
36,256,5,1424
36,369,5,1453
36,71,3,1605
36,163,1,1658
36,51,4,1671
36,197,1,1755
36,111,1,1837
36,66,4,2070
36,114,4,2092
36,256,5,2134
36,16,3,2200
36,234,2,2343
36,0,5,2439
36,244,2,2461
36,210,3,2986
36,252,3,3606
36,116,1,3809
36,216,4,3977
36,311,1,3980
36,396,2,4155
36,299,2,4949
36,46,5,4965
36,31,5,5471
36,261,3,5506
36,140,2,5541
37,61,1,22
37,74,4,236
37,217,5,340
37,52,2,862
37,280,4,974
37,10,3,1071
37,256,4,1099
37,30,5,1178
37,212,4,1193
37,29,1,1223
37,50,3,1287
37,395,5,1748
37,280,1,2226
37,1,3,2576
37,182,1,2826
37,303,5,2990
37,133,2,3219
37,24,3,3407
37,291,5,3429
37,257,1,3537
37,203,3,3712
37,376,4,3771
37,373,5,3937
37,342,1,4095
37,159,5,4347
37,71,4,4576
37,219,2,4924
37,328,2,4989
37,251,1,5285
37,8,1,5343
37,348,4,5628
37,388,3,5809
37,378,2,5896
37,393,1,6289
37,375,5,6473
38,224,1,208
38,193,3,264
38,169,1,406
38,157,5,522
38,28,1,645
38,286,2,696
38,313,1,837
38,132,1,980
38,193,3,1143
38,137,1,1161
38,177,1,1507
38,270,4,1533
38,336,1,1610
38,390,5,1633
38,299,5,1676
38,172,3,1808
38,286,5,1815
38,109,1,1877
38,222,5,2112
38,140,4,2220
38,366,4,2397
38,201,5,2887
38,389,3,2929
38,355,2,3093
38,323,5,3417
38,148,1,3595
38,186,1,3617
38,164,2,3683
38,146,2,4031
38,249,2,4040
38,39,1,4410
38,317,2,4596
38,268,1,4803
38,262,4,4898
38,398,5,4943
38,267,1,5030
38,186,1,5039
38,106,2,5116
38,396,4,5231
38,392,3,5558
38,52,2,5635
38,375,4,5651
38,145,3,6422
38,271,4,6602
39,243,2,90
39,306,3,1035
39,282,2,1116
39,206,5,1141
39,82,2,1253
39,69,5,1442
39,331,4,1502
39,87,3,1525
39,378,5,1742
39,204,2,1762
39,369,2,1770
39,86,2,1772
39,329,4,2120
39,325,4,2700
39,54,2,3297
39,116,3,3696
39,255,4,4509
39,213,5,4536
39,162,5,4910
39,332,5,5201
39,177,4,5265
39,4,5,5460
39,182,5,5486
39,371,2,5543
39,47,4,5545
39,79,2,5621
39,131,2,5833
39,319,1,5920
39,47,2,5970
39,172,2,6065
39,44,1,6370
40,132,4,98
40,103,3,118
40,195,4,767
40,224,4,1254
40,47,5,1461
40,32,5,1978
40,122,5,2023
40,72,4,2044
40,367,5,2137
40,244,2,3100
40,317,3,3274
40,306,2,3366
40,211,1,3482
40,371,3,3608
40,274,3,3616
40,341,1,3669
40,42,3,3735
40,206,4,4162
40,274,1,4483
40,194,5,4520
40,15,4,4806
40,106,2,4894
40,354,5,6135
40,188,4,6407
40,35,2,7072
40,253,1,7308
41,339,3,145
41,91,1,273
41,9,3,648
41,48,1,1003
41,191,4,1138
41,69,3,1169
41,225,4,1459
41,88,3,1531
41,364,5,2128
41,371,5,2405
41,239,1,2479
41,163,5,2490
41,339,3,2604
41,104,1,2756
41,280,4,2758
41,159,5,3257
41,224,2,3284
41,373,4,3840
41,388,5,3952
41,179,3,4156
41,312,4,5521
41,96,3,5769
41,285,4,6190
41,8,4,6203
41,114,2,6312
41,122,5,6395
41,156,5,6400
41,350,3,6591
41,135,1,6608
41,205,1,6843
41,119,5,7108
41,229,3,7173
41,378,1,7244
41,265,3,7311
41,190,5,7493
42,266,1,404
42,191,4,563
42,313,3,893
42,61,5,1216
42,201,5,2215
42,233,2,2346
42,342,5,2670
42,131,2,2799
42,76,1,3189
42,198,1,3590
42,208,2,4265
42,124,2,4398
42,42,5,4673
42,367,4,4702
42,303,3,4892
42,265,4,4907
42,392,1,5348
42,283,3,5458
42,320,5,5481
42,305,1,5815
42,326,2,6128
42,357,4,6223
42,207,1,6509
42,177,2,6588
42,392,3,6596
43,248,5,81
43,180,4,173
43,217,3,564
43,277,1,722
43,271,5,985
43,104,1,1056
43,301,5,1544
43,156,2,2065
43,337,1,2189
43,164,2,2344
43,153,3,2519
43,76,4,2535
43,57,2,2915
43,397,4,3128
43,4,2,3255
43,207,4,3849
43,19,4,4208
43,327,1,4418
43,2,3,5235
43,35,3,5270
43,360,3,5754
43,48,4,5871
43,298,3,6029
43,48,2,6044
43,156,3,6309
43,278,3,6495
43,242,3,6499
43,85,4,6769
43,337,5,7609
43,282,4,7829
43,25,3,7862
44,313,2,101
44,359,2,166
44,106,4,683
44,176,1,935
44,1,3,1602
44,51,3,1763
44,311,1,1787
44,281,5,1798
44,268,5,1970
44,206,4,2053
44,244,4,2157
44,173,1,2231
44,177,4,3044
44,170,3,3130
44,281,5,3519
44,209,3,3626
44,73,1,3639
44,291,3,3704
44,260,2,3792
44,284,2,4009
44,206,3,4274
44,149,2,4309
44,153,2,4852
44,322,4,5060
44,386,4,5191
44,45,3,5496
44,174,3,5694
44,174,5,6082
44,130,2,6274
44,51,2,6877
44,83,3,6955
44,320,3,6969
45,184,3,364
45,215,1,372
45,160,1,569
45,240,2,775
45,83,5,931
45,312,5,1229
45,78,5,1258
45,102,2,1390
45,256,3,1488
45,383,1,1634
45,319,5,1679
45,320,2,1818
45,94,5,1942
45,392,3,1982
45,158,4,2262
45,231,5,2350
45,171,5,2486
45,265,2,2896
45,321,1,2953
45,310,1,3077
45,308,2,3315
45,91,3,3414
45,6,4,3428
45,97,1,3586
45,22,3,3625
45,332,2,3894
45,245,3,4212
45,221,1,4344
45,367,1,4352
45,351,2,4525
45,15,3,4863
45,352,2,5020
45,185,3,5056
45,360,1,5326
45,272,2,5581
45,294,5,5900
45,168,3,6341
45,97,5,6492
45,37,3,6546
45,285,1,6644
46,375,1,461
46,384,2,515
46,193,5,727
46,396,1,736
46,74,1,781
46,341,3,852
46,245,3,939
46,233,5,955
46,62,3,1066
46,55,4,1196
46,278,1,1205
46,233,1,1227
46,221,4,1414
46,340,5,1552
46,367,1,1571
46,88,4,1706
46,269,1,1896
46,58,5,2159
46,332,4,2257
46,183,4,2358
46,306,1,2418
