"user_id	item_id	time	neg_items"
"10	119	4311	[64]"
"10	96	4364	[45]"
"10	236	5081	[102]"
"10	85	5258	[70]"
"10	214	5525	[352]"
"10	278	5580	[232]"
"10	119	5945	[384]"
"10	297	6144	[71]"
"10	98	6179	[144]"
"10	293	6606	[245]"
"10	311	6610	[112]"
"10	37	6630	[274]"
"10	309	6662	[266]"
"11	53	122	[243]"
"11	326	207	[233]"
"11	370	557	[21]"
"11	327	567	[223]"
"11	319	603	[157]"
"11	116	748	[235]"
"11	18	845	[290]"
"11	124	929	[48]"
"11	327	1479	[95]"
"11	30	1541	[87]"
"11	79	1553	[115]"
"11	16	1565	[107]"
"11	61	1814	[285]"
"11	166	1845	[320]"
"11	300	1916	[11]"
"11	212	2048	[125]"
"11	265	2050	[359]"
"11	315	2117	[177]"
"11	4	2212	[283]"
"11	270	2340	[218]"
"11	263	2549	[144]"
"11	161	2602	[308]"
"11	323	2655	[137]"
"11	228	2888	[105]"
"11	379	2965	[268]"
"11	254	3270	[317]"
"11	175	3287	[383]"
"11	186	3313	[55]"
"11	258	3500	[44]"
"11	277	3565	[137]"
"11	134	3636	[281]"
"11	43	3700	[71]"
"11	372	3895	[13]"
"11	27	4079	[382]"
"11	25	4228	[177]"
"11	264	4263	[222]"
"11	366	4726	[239]"
"11	131	5412	[140]"
"11	192	5459	[305]"
"11	295	5517	[28]"
"11	82	5766	[219]"
"11	77	6221	[368]"
"11	206	6375	[72]"
"11	261	6413	[376]"
"12	325	158	[333]"
"12	140	413	[59]"
"12	148	467	[336]"
"12	70	606	[347]"
"12	115	988	[186]"
"12	324	1087	[347]"
"12	30	1627	[58]"
"12	228	1721	[274]"
"12	285	1785	[275]"
"12	11	1817	[335]"
"12	106	2284	[93]"
"12	189	2505	[132]"
"12	321	2734	[38]"
"12	311	2855	[87]"
"12	211	2906	[91]"
"12	196	2958	[326]"
"12	299	3324	[24]"
"12	318	3941	[157]"
"12	216	4026	[260]"
"12	125	4045	[176]"
"12	372	4141	[364]"
"12	214	4169	[190]"
"12	198	4201	[118]"
"12	80	4213	[232]"
"12	128	4696	[276]"
"12	61	5122	[108]"
"12	17	5257	[361]"
"12	62	5296	[7]"
"12	354	5360	[175]"
"12	85	5469	[6]"
"12	163	5563	[386]"
"12	254	5617	[303]"
"12	162	5693	[332]"
"12	36	5717	[283]"
"12	67	5727	[142]"
"12	21	5731	[331]"
"12	206	5818	[371]"
"12	290	6004	[365]"
"12	22	6026	[257]"
"13	375	54	[154]"
"13	143	84	[276]"
"13	52	738	[119]"
"13	229	958	[47]"
"13	189	964	[197]"
"13	361	1125	[70]"
"13	151	1145	[108]"
"13	264	1440	[30]"
"13	376	1581	[139]"
"13	84	1597	[304]"
"13	19	1854	[168]"
"13	207	2047	[44]"
"13	332	2130	[135]"
"13	74	2142	[110]"
"13	299	2165	[22]"
"13	81	2616	[315]"
"13	192	2634	[162]"
"13	253	2718	[373]"
"13	221	2966	[280]"
"13	328	3001	[218]"
"13	367	3120	[381]"
"13	130	3242	[277]"
"13	13	3443	[319]"
"13	235	4066	[57]"
"13	388	4679	[298]"
"13	137	4761	[245]"
"13	233	5419	[270]"
"13	281	5647	[245]"
"13	363	5998	[191]"
"13	274	6025	[312]"
"13	281	6150	[293]"
"13	366	6241	[197]"
"14	332	3	[163]"
"14	203	35	[109]"
"14	95	87	[9]"
"14	136	100	[243]"
"14	393	143	[187]"
"14	371	446	[46]"
"14	72	976	[120]"
"14	203	1171	[22]"
"14	392	1200	[139]"
"14	194	1611	[272]"
"14	354	1878	[52]"
"14	274	1909	[152]"
"14	207	1918	[310]"
"14	32	1943	[34]"
"14	193	2345	[329]"
"14	369	2365	[331]"
"14	214	2428	[213]"
"14	315	2865	[269]"
"14	138	3382	[308]"
"14	104	3528	[184]"
"14	107	4340	[200]"
"14	235	4529	[185]"
"14	321	4631	[286]"
"14	69	4664	[24]"
"14	29	4882	[367]"
"14	375	5165	[162]"
"14	295	5538	[206]"
"14	127	5614	[131]"
"14	240	5759	[187]"
"14	96	5867	[113]"
"14	292	6079	[53]"
"14	8	6116	[144]"
"14	72	6437	[288]"
"14	149	6494	[0]"
"14	341	6793	[356]"
"14	81	6849	[281]"
"14	220	6888	[219]"
"15	336	499	[28]"
"15	44	539	[327]"
"15	275	750	[119]"
"15	36	1574	[208]"
"15	103	1618	[194]"
"15	205	1639	[107]"
"15	275	2575	[161]"
"15	382	3317	[347]"
"15	235	3387	[186]"
"15	104	3495	[335]"
"15	49	4014	[241]"
"15	144	4174	[53]"
"15	142	4242	[339]"
"15	289	4264	[62]"
"15	303	4369	[317]"
"15	120	4597	[111]"
"15	3	4602	[41]"
"15	293	4720	[24]"
"15	355	4918	[250]"
"15	229	5260	[206]"
"15	158	5721	[148]"
"15	316	6193	[315]"
"15	67	6268	[315]"
"15	306	6340	[261]"
"15	90	6543	[397]"
"15	122	6736	[180]"
"15	12	6880	[137]"
"15	116	7004	[7]"
"15	147	7104	[395]"
"15	330	7144	[288]"
"16	342	361	[327]"
"16	315	400	[32]"
"16	389	611	[270]"
"16	328	885	[207]"
"16	60	982	[54]"
"16	143	1095	[1]"
"16	210	1292	[354]"
"16	59	1464	[331]"
"16	87	1526	[194]"
"16	226	1548	[231]"
"16	165	1596	[206]"
"16	130	1821	[86]"
"16	84	1844	[360]"
"16	380	1946	[285]"
"16	73	2701	[192]"
"16	99	2763	[11]"
"16	178	2805	[273]"
"16	325	2866	[231]"
"16	202	2997	[230]"
"16	134	3194	[81]"
"16	124	3377	[299]"
"16	374	3609	[242]"
"16	6	3863	[86]"
"16	244	3897	[170]"
"16	342	4147	[233]"
"16	309	4227	[271]"
"16	393	4300	[201]"
"16	172	4396	[222]"
"16	247	4463	[27]"
"16	254	4612	[294]"
"16	125	4775	[219]"
"16	71	4891	[269]"
"16	356	5120	[0]"
"16	386	5134	[166]"
"16	347	5519	[133]"
"16	379	5705	[158]"
"16	80	5776	[41]"
"16	289	5803	[214]"
"16	197	5986	[181]"
"16	93	5987	[74]"
"16	154	6024	[70]"
"16	121	6224	[199]"
"16	71	6337	[184]"
"16	280	6513	[148]"
"16	17	6681	[251]"
"16	110	6743	[264]"
"16	307	7245	[177]"
"16	64	7334	[266]"
"16	357	7395	[109]"
"17	15	50	[121]"
"17	389	383	[356]"
"17	327	973	[292]"
"17	338	1342	[208]"
"17	79	1629	[181]"
"17	7	1917	[331]"
"17	28	1962	[246]"
"17	309	2119	[183]"
"17	365	2890	[34]"
"17	272	3817	[96]"
"17	132	4093	[279]"
"17	83	4189	[373]"
"17	386	4382	[315]"
"17	139	4464	[197]"
"17	52	4968	[276]"
"17	87	5067	[356]"
"17	40	5608	[391]"
"17	268	5632	[130]"
"17	381	5914	[50]"
"17	115	6151	[220]"
"17	77	6194	[236]"
"17	362	6472	[350]"
"17	244	6757	[271]"
"17	215	6799	[393]"
"17	379	6918	[25]"
"17	168	7130	[300]"
"17	301	7429	[187]"
"17	299	7459	[361]"
"18	381	476	[131]"
"18	224	619	[66]"
"18	397	688	[157]"
"18	319	695	[289]"
"18	139	1062	[260]"
"18	168	1341	[252]"
"18	218	1542	[202]"
"18	75	2294	[18]"
"18	134	2369	[23]"
"18	25	2443	[388]"
"18	310	2487	[123]"
"18	250	2925	[312]"
"18	49	3030	[57]"
"18	39	3310	[199]"
"18	51	3453	[203]"
"18	372	3462	[58]"
"18	265	3630	[24]"
"18	101	3761	[232]"
"18	69	3868	[110]"
"18	108	3965	[91]"
"18	355	4049	[396]"
"18	94	4383	[78]"
"18	318	4748	[179]"
"18	294	4926	[191]"
"18	380	5097	[192]"
"18	136	5391	[79]"
"18	371	6032	[133]"
"18	296	6253	[85]"
"18	324	6275	[386]"
"18	227	6368	[102]"
"18	338	6574	[157]"
"18	219	6614	[301]"
"19	127	419	[218]"
"19	244	733	[204]"
"19	189	1063	[369]"
"19	156	1422	[293]"
"19	345	1710	[14]"
"19	163	2096	[391]"
"19	65	2174	[191]"
"19	287	2201	[112]"
"19	249	2213	[128]"
"19	113	2625	[148]"
"19	65	2663	[137]"
"19	303	2971	[319]"
"19	57	2982	[148]"
"19	333	2996	[27]"
"19	34	3231	[390]"
"19	300	3508	[371]"
"19	313	3538	[110]"
"19	364	3892	[311]"
"19	257	4805	[238]"
"19	215	5193	[381]"
"19	58	5346	[385]"
"19	29	5398	[108]"
"19	277	5462	[187]"
"19	7	5513	[116]"
"19	103	5532	[270]"
"19	120	5699	[370]"
"19	7	6017	[153]"
"19	341	6421	[259]"
"19	212	6545	[238]"
"19	254	6570	[146]"
"19	383	6600	[240]"
"19	337	7151	[141]"
"20	228	7	[158]"
"20	118	26	[383]"
"20	253	47	[133]"
"20	343	324	[23]"
"20	238	347	[376]"
"20	200	589	[164]"
"20	250	919	[345]"
"20	374	1019	[311]"
"20	183	1895	[215]"
"20	307	1961	[212]"
"20	111	2121	[28]"
"20	222	2354	[332]"
"20	323	2367	[370]"
"20	242	2424	[61]"
"20	323	2757	[64]"
"20	264	2776	[281]"
"20	329	2808	[202]"
"20	127	3137	[114]"
"20	213	3159	[254]"
"20	302	3230	[304]"
"20	389	3322	[120]"
"20	161	3359	[179]"
"20	42	3410	[173]"
"20	308	3535	[287]"
"20	265	3611	[179]"
"20	11	3714	[229]"
"20	379	3848	[98]"
"20	58	3955	[69]"
"20	315	4046	[279]"
"20	108	4152	[285]"
"20	252	4200	[393]"
"20	252	4343	[317]"
"20	66	4994	[358]"
"20	46	5012	[209]"
"20	394	5248	[348]"
"20	127	5429	[191]"
"20	17	5902	[335]"
"21	391	29	[138]"
"21	288	338	[52]"
"21	284	504	[378]"
"21	223	924	[161]"
"21	204	1446	[236]"
"21	126	1838	[296]"
"21	257	1851	[291]"
"21	31	1888	[390]"
"21	215	2039	[200]"
"21	215	2875	[111]"
"21	251	2903	[196]"
"21	33	2916	[320]"
"21	250	3204	[70]"
"21	119	3826	[321]"
"21	156	3946	[195]"
"21	172	4073	[131]"
"21	309	4299	[280]"
"21	135	4434	[327]"
"21	354	4489	[51]"
"21	47	4598	[65]"
"21	328	4711	[164]"
"21	48	4799	[256]"
"21	278	4844	[285]"
"21	116	5178	[76]"
"21	274	5300	[18]"
"21	216	5316	[145]"
"21	143	5576	[127]"
"21	155	5604	[282]"
"21	82	5969	[236]"
"21	63	5980	[290]"
"21	249	6140	[390]"
"21	119	6282	[65]"
"21	98	6306	[285]"
"21	397	6403	[114]"
"21	155	6461	[243]"
"21	281	6527	[262]"
"21	209	6698	[262]"
"21	217	6752	[342]"
"21	216	6818	[179]"
"22	350	483	[294]"
"22	90	526	[217]"
"22	55	607	[213]"
"22	131	817	[311]"
"22	14	1151	[219]"
"22	85	1226	[219]"
"22	38	1801	[133]"
"22	299	2298	[22]"
"22	177	2557	[41]"
"22	334	2926	[146]"
"22	254	3261	[394]"
"22	261	3373	[96]"
"22	224	3710	[333]"
"22	12	3737	[398]"
"22	160	3993	[333]"
"22	383	4055	[291]"
"22	95	4139	[107]"
"22	361	4513	[396]"
"22	110	4549	[279]"
"22	295	5010	[279]"
"22	329	5279	[336]"
"22	170	5304	[356]"
"22	188	5710	[81]"
"22	0	6154	[64]"
"22	62	6666	[83]"
"22	212	6912	[71]"
"22	389	7187	[269]"
"22	210	7570	[74]"
"23	120	94	[267]"
"23	33	237	[7]"
"23	379	370	[44]"
"23	345	390	[201]"
"23	392	540	[69]"
"23	336	1432	[320]"
"23	272	1915	[70]"
"23	182	1937	[339]"
"23	142	2090	[158]"
"23	172	2484	[206]"
"23	175	2984	[301]"
"23	272	3008	[312]"
"23	61	3096	[322]"
"23	77	3856	[258]"
"23	178	4144	[315]"
"23	395	4216	[372]"
"23	25	4231	[144]"
"23	34	4534	[197]"
"23	109	4540	[292]"
"23	36	4541	[4]"
"23	350	4767	[9]"
"23	309	4796	[136]"
"23	212	6078	[124]"
"23	243	6365	[108]"
"23	231	6444	[362]"
"23	271	6942	[241]"
"23	210	7336	[349]"
"23	29	7506	[377]"
"24	21	384	[25]"
"24	195	638	[18]"
"24	200	907	[204]"
"24	245	986	[259]"
"24	316	989	[267]"
"24	12	1284	[269]"
"24	355	1300	[116]"
"24	117	1444	[88]"
"24	60	1532	[213]"
"24	118	1563	[229]"
"24	141	1743	[179]"
"24	282	1914	[335]"
"24	292	2052	[262]"
"24	287	2362	[170]"
"24	270	2627	[246]"
"24	61	2629	[176]"
"24	318	2644	[347]"
"24	195	2650	[246]"
"24	343	2932	[249]"
"24	277	3333	[6]"
"24	300	3337	[97]"
"24	48	3440	[359]"
"24	107	3976	[308]"
"24	225	4051	[189]"
"24	331	4150	[202]"
"24	250	4307	[398]"
"24	247	4587	[394]"
"24	302	4848	[18]"
"24	274	5136	[396]"
"24	63	5144	[280]"
"24	372	5386	[220]"
"24	74	5653	[208]"
"24	94	5849	[190]"
"24	240	5901	[208]"
"24	76	6162	[315]"
"24	324	6165	[307]"
"24	86	6172	[320]"
"24	345	6262	[123]"
"24	113	6390	[126]"
"24	16	6824	[202]"
"24	146	6917	[223]"
"24	63	6948	[22]"
"25	138	408	[269]"
"25	193	797	[283]"
"25	306	938	[317]"
"25	205	948	[286]"
"25	282	1008	[251]"
"25	151	1053	[31]"
"25	56	1215	[28]"
"25	365	1498	[144]"
"25	42	1570	[261]"
"25	131	1578	[79]"
"25	222	1871	[276]"
"25	278	2124	[289]"
"25	54	2202	[81]"
"25	23	2255	[12]"
"25	143	2331	[53]"
"25	87	2426	[175]"
"25	72	2747	[3]"
"25	25	3248	[266]"
"25	147	3531	[268]"
"25	288	3968	[270]"
"25	56	4306	[335]"
"25	92	4329	[103]"
"25	195	4500	[71]"
"25	336	5119	[345]"
"25	120	5124	[352]"
"25	323	5141	[102]"
"25	173	5476	[57]"
"25	306	5566	[15]"
"25	273	5855	[217]"
"25	336	5872	[274]"
"25	64	6014	[94]"
"25	40	6594	[330]"
"25	100	6670	[359]"
"25	128	6966	[113]"
"25	136	7013	[302]"
"25	7	7266	[369]"
"25	143	7560	[154]"
"25	191	7611	[156]"
"25	385	7755	[270]"
"26	272	141	[375]"
"26	294	183	[110]"
"26	151	345	[14]"
"26	322	346	[350]"
"26	265	669	[252]"
"26	76	801	[234]"
"26	362	1217	[108]"
"26	356	1473	[54]"
"26	56	1889	[52]"
"26	124	1919	[52]"
"26	273	1928	[212]"
"26	2	2376	[160]"
"26	92	2512	[122]"
"26	377	2910	[69]"
"26	176	3294	[334]"
"26	92	3331	[31]"
"26	127	3567	[251]"
"26	24	4037	[79]"
"26	61	4247	[121]"
"26	46	4535	[223]"
"26	175	4693	[212]"
"26	95	4731	[113]"
"26	58	4820	[262]"
"26	288	4873	[232]"
"26	105	5008	[368]"
"26	200	5345	[94]"
"26	365	5865	[79]"
"26	38	6003	[135]"
"26	225	6211	[165]"
"26	97	6258	[393]"
"26	389	6377	[201]"
"26	291	6406	[131]"
"26	59	6503	[20]"
"26	331	6729	[166]"
"26	376	7303	[30]"
"27	160	119	[383]"
"27	356	163	[258]"
"27	274	170	[311]"
"27	322	171	[272]"
"27	368	350	[147]"
"27	13	628	[347]"
"27	325	765	[256]"
"27	248	959	[137]"
"27	342	979	[385]"
"27	30	1758	[198]"
"27	323	2149	[27]"
"27	254	2181	[393]"
"27	92	2777	[351]"
"27	18	2816	[386]"
"27	91	3187	[73]"
"27	95	3247	[396]"
"27	318	3454	[338]"
"27	173	3545	[113]"
"27	90	3684	[266]"
"27	171	3713	[207]"
"27	214	3872	[371]"
"27	120	4161	[313]"
"27	218	4191	[396]"
"27	247	4195	[280]"
"27	276	4298	[224]"
"27	43	4849	[317]"
"27	64	4946	[28]"
"27	357	5080	[157]"
"27	37	5311	[283]"
"27	62	5405	[343]"
"27	281	5559	[197]"
"27	239	5807	[210]"
"27	377	5829	[277]"
"27	368	6072	[110]"
"27	145	6232	[23]"
"27	358	6389	[4]"
"28	266	156	[360]"
"28	25	513	[190]"
"28	213	565	[397]"
"28	332	673	[112]"
"28	138	879	[252]"
"28	287	1252	[102]"
"28	195	1307	[187]"
"28	55	1335	[331]"
"28	355	1409	[238]"
"28	292	1450	[88]"
"28	60	1499	[46]"
"28	286	1635	[112]"
"28	243	1735	[294]"
"28	325	1857	[51]"
"28	349	1862	[94]"
"28	172	1873	[288]"
"28	70	1880	[320]"
"28	268	2203	[1]"
"28	162	2218	[48]"
"28	179	2771	[364]"
"28	303	2905	[398]"
"28	111	2908	[202]"
"28	199	3673	[261]"
"28	357	3819	[221]"
"28	33	4232	[116]"
"28	41	4392	[15]"
"28	100	4766	[158]"
"28	145	5051	[84]"
"28	175	5138	[337]"
"28	178	5236	[383]"
"28	256	5389	[217]"
"28	127	5485	[334]"
"28	83	6247	[188]"
"28	343	6260	[342]"
"28	356	6436	[337]"
"28	8	6523	[194]"
"28	315	6560	[51]"
"28	91	6673	[284]"
"28	358	6789	[223]"
"29	82	175	[3]"
"29	114	348	[52]"
"29	104	610	[3]"
"29	277	786	[69]"
"29	135	866	[190]"
"29	239	874	[147]"
"29	320	1127	[103]"
"29	101	1338	[133]"
"29	376	2531	[187]"
"29	1	2556	[138]"
"29	361	2567	[337]"
"29	250	2928	[252]"
"29	297	3024	[268]"
"29	243	3358	[174]"
"29	142	3436	[293]"
"29	254	3471	[31]"
"29	73	3725	[267]"
"29	18	3805	[196]"
"29	94	3961	[149]"
"29	15	3971	[206]"
"29	178	4074	[32]"
"29	104	4584	[19]"
"29	220	5170	[329]"
"29	82	5725	[336]"
"29	26	5944	[318]"
"29	64	6091	[358]"
"29	25	6161	[32]"
"29	24	6273	[207]"
"29	220	6386	[270]"
"29	371	6679	[268]"
"29	25	6750	[183]"
"29	42	6778	[303]"
"29	78	7129	[343]"
"29	27	7236	[165]"
"30	12	1034	[22]"
"30	95	1248	[339]"
"30	296	1475	[307]"
"30	259	1800	[72]"
"30	27	2160	[137]"
"30	43	2267	[86]"
"30	7	2540	[223]"
"30	20	2661	[158]"
"30	281	2674	[383]"
"30	16	3107	[212]"
"30	392	3780	[77]"
"30	27	3944	[174]"
"30	389	4052	[19]"
"30	375	4172	[18]"
"30	55	4604	[378]"
"30	118	5350	[254]"
"30	83	5578	[1]"
"30	34	5680	[369]"
"30	347	5688	[269]"
"30	315	5846	[115]"
"30	34	5963	[172]"
"30	107	6075	[54]"
"30	183	6511	[232]"
"30	262	6740	[110]"
"30	305	7053	[291]"
"31	215	392	[82]"
"31	298	429	[139]"
"31	19	832	[316]"
"31	236	1146	[373]"
"31	113	1333	[202]"
"31	355	1360	[231]"
"31	326	1367	[22]"
"31	207	1388	[387]"
"31	114	1572	[169]"
"31	267	1884	[376]"
"31	346	1968	[103]"
"31	9	2063	[208]"
"31	146	2491	[276]"
"31	278	2573	[120]"
"31	179	2656	[217]"
"31	252	2860	[245]"
"31	121	2861	[137]"
